Experiment Accession	Experiment Title	Organism Name	Instrument	Submitter	Study Accession	Study Title	Sample Accession	Sample Title	Total Size, Mb	Total RUNs	Total Spots	Total Bases	Library Name	Library Strategy	Library Source	Library Selection	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryLayout	InsertSize	InsertDev	Platform	BioProject	Study_Pubmed_id	ProjectID	BioSample	SampleType	TaxID	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	+access	+submission_date	+publication_date	+last_update	altitude	env_feature	collection_date	sample number	sample_type	env_biome	lat_lon	geo_loc_name	isolation source	host	env_material
SRX3493011	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776610		3629.06	1	30438662	8956092951	xinexpo14_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400003	2018-09-20 00:09:46	2017-12-20 20:22:17	30438662	8956092951	30438662	294	3629	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400003.sralite.1	xinexpo14_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216154	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	C60BB1F898C6DFA7595F9A8C489F4553	F7916B602FB958CF68375011D351A6B6	public	2017-12-20T15:50:16.003	2018-09-20T00:00:00.000	2021-02-28T05:15:16.184	22	air filter	2016-01-31	464	RNA	air filter	37.788407 N 122.4068 W	USA:california,San Francisco	missing	missing	air
SRX3493010	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776609		5639.46	1	46120582	13606807219	xinexpo28_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400004	2018-09-20 00:09:46	2017-12-21 04:34:44	46120582	13606807219	46120582	295	5639	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400004.sralite.1	xinexpo28_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216153	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	262565F6D040724DE8820276FC962772	4004086229D1FDF04245B6F10B921A6F	public	2017-12-20T15:50:15.990	2018-09-20T00:00:00.000	2021-02-28T05:15:16.163	51	air filter	2016-01-28	463	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493009	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776611		6962.28	1	53282352	15506865626	xinexpo44_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400005	2018-09-20 00:09:46	2017-12-21 03:09:20	53282352	15506865626	53282352	291	6962	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400005.sralite.1	xinexpo44_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216152	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	0777CBEE6A3EFBB4BD6CEFDE9D30BAAF	B97F52AE3100495B8335E28019A30EBB	public	2017-12-20T15:50:15.973	2018-09-20T00:00:00.000	2021-02-28T05:15:16.142	51	air filter	2016-01-25	462	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493008	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776607		9141.24	1	67979767	19724380713	xinexpo56_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6400006	2018-09-20 00:09:46	2017-12-21 04:46:27	67979767	19724380713	67979767	290	9141	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400006.sralite.1	xinexpo56_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216151	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	03B7AB31055589F0B1D34579AD5E74F5	3AD5639C45570110487313D15177F59E	public	2017-12-20T15:50:15.946	2018-09-20T00:00:00.000	2021-02-28T05:15:16.120	34	air filter	2016-01-22	461	RNA	air filter	37.4087126 N 122.1498307 W	USA:california,Palo Alto	missing	missing	air
SRX3492876	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776473		7909.34	1	63193707	18317035784	xinexpo51_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399571	2018-09-20 00:09:43	2017-12-20 21:14:51	63193707	18317035784	63193707	289	7909	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399571.sralite.1	xinexpo51_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216150	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	919BD31A213C9A78DC02675D0D4754C5	66BDB98057F9AA5DF4F4E7E5D6A0DE48	public	2017-12-20T15:50:15.930	2018-09-20T00:00:00.000	2021-02-28T05:15:16.098	51	air filter	2016-01-22	460	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492877	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776477		6616.83	1	49852760	14204548436	xinexpo55_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399570	2018-09-20 00:09:43	2017-12-20 20:45:03	49852760	14204548436	49852760	284	6616	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399570.sralite.1	xinexpo55_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216149	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	E5EFF80D1AD3295810B6C626893C5FDE	6EBA075BFD6C50602634DE8F00A02645	public	2017-12-20T15:50:15.916	2018-09-20T00:00:00.000	2021-02-28T05:15:16.076	189	air filter	2016-01-20	459	RNA	air filter	32.7556215 N 97.3324061 W	USA:texas,Fort Worth	missing	missing	air
SRX3492870	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776471		6630.79	1	55789364	16550689908	xinexpo22_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399577	2018-09-20 00:09:42	2017-12-20 21:22:50	55789364	16550689908	55789364	296	6630	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399577.sralite.1	xinexpo22_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216148	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	140DDCD1032EE2BE1FD8306CF86D7E1A	82E7C4971C954F4BCD2C9A61829C64C3	public	2017-12-20T15:50:15.903	2018-09-20T00:00:00.000	2021-02-28T05:15:16.051	51	air filter	2016-01-18	458	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492871	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776472		6214.19	1	47642808	13963350695	xinexpo44_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399576	2018-09-20 00:09:42	2017-12-20 20:56:39	47642808	13963350695	47642808	293	6214	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399576.sralite.1	xinexpo44_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216147	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	456127CC9F9CB86D81BA14EB12D86281	A93970A968D682BD68610E5E6AC0A1A8	public	2017-12-20T15:50:15.890	2018-09-20T00:00:00.000	2021-02-28T05:15:16.026	51	air filter	2016-01-15	457	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492868	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776468		7272.37	1	55915544	16195310853	xinexpo55_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399579	2018-09-20 00:09:42	2017-12-21 04:45:15	55915544	16195310853	55915544	289	7272	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399579.sralite.1	xinexpo55_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216146	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	462AC5E3B91CBC58F490BA1DA615B4C8	A01B6C9ABC01524606489CF7573443F1	public	2017-12-20T15:50:15.873	2018-09-20T00:00:00.000	2021-02-28T05:15:16.005	1353	air filter	2016-01-15	456	RNA	air filter	39.4757191 N 119.7786747 W	USA:nevada,Reno	missing	missing	air
SRX3492869	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776469		7344.44	1	57460630	16456664104	xinexpo48_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399578	2018-09-20 00:09:42	2017-12-20 20:12:57	57460630	16456664104	57460630	286	7344	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399578.sralite.1	xinexpo48_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216145	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	2646B6684AFBC794BC2D8F41AF93C127	6B13CA27C67CADDACE7176FF0594CE73	public	2017-12-20T15:50:15.860	2018-09-20T00:00:00.000	2021-02-28T05:15:15.985	425	air filter	2016-01-10	455	RNA	air filter	34.3637 N 118.55116 W	USA:california,Los Angeles	missing	missing	air
SRX3492874	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776475		7929.69	1	57837448	16883871965	xinexpo55_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399573	2018-09-20 00:09:42	2017-12-20 20:21:32	57837448	16883871965	57837448	291	7929	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399573.sralite.1	xinexpo55_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216144	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	65991D4B0B9A3707E878014D9090742B	80560A8935E34001EF1AB3E44EA50416	public	2017-12-20T15:50:15.843	2018-09-20T00:00:00.000	2021-02-28T05:15:15.965	3	air filter	2016-01-07	454	RNA	air filter	32.711126 N 117.168068 W	USA:california,San Diego	missing	missing	air
SRX3492875	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776476		6103.73	1	47686249	13940443802	xinexpo51_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399572	2018-09-20 00:09:42	2017-12-21 06:13:11	47686249	13940443802	47686249	292	6103	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399572.sralite.1	xinexpo51_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216143	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	8ABADA712A0805F73EEE66B92F3E8445	C59E218C00B7F3F7317549CBE8372E7C	public	2017-12-20T15:50:15.826	2018-09-20T00:00:00.000	2021-02-28T05:15:15.944	125	air filter	2016-01-07	453	RNA	air filter	32.89389037 N 117.2426647 W	USA:california,San Diego	missing	missing	air
SRX3492872	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776470		5467.85	1	44089463	12993559010	xinexpo10_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399575	2018-09-20 00:09:42	2017-12-20 20:21:58	44089463	12993559010	44089463	294	5467	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399575.sralite.1	xinexpo10_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216142	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	1FCDAD988CF137E8E2416A867FDB40D2	6FEDC14F24FD45E78DE1A1AF1D93E1AA	public	2017-12-20T15:50:15.813	2018-09-20T00:00:00.000	2021-02-28T05:15:15.923	51	air filter	2016-01-05	452	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492873	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776474		7332.85	1	57234543	16764126210	xinexpo50_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399574	2018-09-20 00:09:42	2017-12-21 04:31:44	57234543	16764126210	57234543	292	7332	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399574.sralite.1	xinexpo50_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216141	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7AD5E76091EA8501075FBE617BA8C255	152421A5619D7E03F1069D0838FFE894	public	2017-12-20T15:50:15.800	2018-09-20T00:00:00.000	2021-02-28T05:15:15.902	49	air filter	2016-01-02	451	RNA	air filter	41.75736384 N 72.75577191 W	USA:connecticut,West Hartford	missing	missing	air
SRX3492692	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776294		6113.54	1	48177672	13965655531	xinexpo48_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399755	2018-09-20 00:09:38	2017-12-21 00:51:29	48177672	13965655531	48177672	289	6113	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399755.sralite.1	xinexpo48_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216140	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	DDB27B9308E6F8A85141CE0ACC0441E7	F3ECCB919E8B57F293D96BA6CB0600D7	public	2017-12-20T15:50:15.783	2018-09-20T00:00:00.000	2021-02-28T05:15:15.882	76	air filter	2015-12-28	450	RNA	air filter	40.24783815 N 75.58747128 W	USA:pennsylvania,Pottstown	missing	missing	air
SRX3492691	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776293		6538.64	1	51926229	15238999424	xinexpo50_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399756	2018-09-20 00:09:38	2017-12-21 00:03:37	51926229	15238999424	51926229	293	6538	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399756.sralite.1	xinexpo50_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216139	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	353AC2F692D2ACF90EA172E71BB66866	1D9E7831078C25E5AEF3128CE009A2CD	public	2017-12-20T15:50:15.770	2018-09-20T00:00:00.000	2021-02-28T05:15:15.861	6	air filter	2016-01-03	449	RNA	air filter	36.6002378 N 121.8946761 W	USA:california,Monterey	missing	missing	air
SRX3492684	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776288		7090.15	1	53596888	15493242203	xinexpo55_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399763	2018-09-20 00:09:38	2017-12-20 23:47:11	53596888	15493242203	53596888	289	7090	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399763.sralite.1	xinexpo55_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216138	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4DF66120CB10105DD07E5E0128C67DF0	7A1BFB7E555C9C054E5D6C8296A60B60	public	2017-12-20T15:50:15.756	2018-09-20T00:00:00.000	2021-02-28T05:15:15.841	49	air filter	2015-12-25	448	RNA	air filter	41.75736384 N 72.75577191 W	USA:connecticut,West Hartford	missing	missing	air
SRX3492683	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776285		5060.77	1	39678694	11499823217	xinexpo54_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399764	2018-09-20 00:09:38	2017-12-21 00:06:34	39678694	11499823217	39678694	289	5060	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399764.sralite.1	xinexpo54_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216137	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	2DAEDF26C4B5524BF3296578515E6846	C83C7A5544AD9AF2EFBC3C116C579CB3	public	2017-12-20T15:50:15.740	2018-09-20T00:00:00.000	2021-02-28T05:15:15.821	51	air filter	2015-12-22	447	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492686	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776287		4143.54	1	31696814	9245152976	xinexpo54_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399761	2018-09-20 00:09:38	2017-12-20 23:51:16	31696814	9245152976	31696814	291	4143	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399761.sralite.1	xinexpo54_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216136	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4B243431E492A6488461789AE2D3448F	FE330B4DA7DC9B029589403BBF8E8208	public	2017-12-20T15:50:15.723	2018-09-20T00:00:00.000	2021-02-28T05:15:15.800	51	air filter	2015-12-18	446	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492685	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776286		6284.4	1	54752861	15967557364	xinexpo20_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399762	2018-09-20 00:09:38	2017-12-21 00:17:38	54752861	15967557364	54752861	291	6284	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399762.sralite.1	xinexpo20_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216135	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D58A25CEABC9E51B5EE4A71F46C294A8	E189F31224E7918351D5964A9A1DF51E	public	2017-12-20T15:50:15.710	2018-09-20T00:00:00.000	2021-02-28T05:15:15.779	51	air filter	2015-12-14	445	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492688	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776290		5457.84	1	42091442	12383824152	xinexpo34_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399759	2018-09-20 00:09:38	2017-12-21 00:54:34	42091442	12383824152	42091442	294	5457	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399759.sralite.1	xinexpo34_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216134	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	82B4B02B00EC81FAB401D0D602B650FF	2AF6B37F9FABA53910F0A47D80E7D6ED	public	2017-12-20T15:50:15.693	2018-09-20T00:00:00.000	2021-02-28T05:15:15.758	8	air filter	2015-12-10	444	RNA	air filter	41.30554102 N 72.92788858 W	USA:connecticut,West Hartford	missing	missing	air
SRX3492687	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776289		6227.37	1	49350189	14583211126	xinexpo12_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399760	2018-09-20 00:09:38	2017-12-20 23:58:29	49350189	14583211126	49350189	295	6227	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399760.sralite.1	xinexpo12_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216133	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	F442A8EE77F5ECB2D108E856B248AC39	3C1B44CAA118B3F2F427BBB5BBF7D29C	public	2017-12-20T15:50:15.680	2018-09-20T00:00:00.000	2021-02-28T05:15:15.737	76	air filter	2015-12-06	443	RNA	air filter	40.24783815 N 75.58747128 W	USA:pennsylvania,Pottstown	missing	missing	air
SRX3492690	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776292		5718.92	1	47805912	14143635937	xinexpo22_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399757	2018-09-20 00:09:38	2017-12-21 00:04:04	47805912	14143635937	47805912	295	5718	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399757.sralite.1	xinexpo22_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216132	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	631EE134B01BF0DE95E69FD17B0561C9	47159FC75B95E06204F982A99BE69FD6	public	2017-12-20T15:50:15.666	2018-09-20T00:00:00.000	2021-02-28T05:15:15.715	51	air filter	2015-12-10	442	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492689	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776291		5827.67	1	48236713	14218987036	xinexpo28_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399758	2018-09-20 00:09:38	2017-12-21 00:05:28	48236713	14218987036	48236713	294	5827	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399758.sralite.1	xinexpo28_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216131	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	C84C3FF279FBD1834B02F0D2C68F31C7	2085A4E0701A9307AD1385660EF9AFAC	public	2017-12-20T15:50:15.650	2018-09-20T00:00:00.000	2021-02-28T05:15:15.683	102	air filter	2015-12-03	441	RNA	air filter	38.99791635 N 77.09885595 W	USA:maryland,Bethesda	missing	missing	air
SRX3492713	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776313		7521.59	1	57777500	16940203510	xinexpo44_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399734	2018-09-20 00:09:38	2017-12-20 22:55:13	57777500	16940203510	57777500	293	7521	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399734.sralite.1	xinexpo44_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216130	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A2B4D1B4B3C97418A284E05A8E00637A	834EC8F66A0EA4234167EA05820B7F58	public	2017-12-20T15:50:15.636	2018-09-20T00:00:00.000	2021-02-28T05:15:15.661	51	air filter	2015-11-30	440	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492714	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776315		5704.95	1	44674970	13083728850	xinexpo08_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399733	2018-09-20 00:09:38	2017-12-20 23:51:18	44674970	13083728850	44674970	292	5704	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399733.sralite.1	xinexpo08_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216129	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D960974B195706B55B2C781448457059	03B33DEA038D243ADB704653F701E144	public	2017-12-20T15:50:15.620	2018-09-20T00:00:00.000	2021-02-28T05:15:15.641	51	air filter	2015-11-25	439	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492707	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776308		5652.87	1	43657596	12790015993	xinexpo24_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399740	2018-09-20 00:09:38	2017-12-20 23:49:39	43657596	12790015993	43657596	292	5652	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399740.sralite.1	xinexpo24_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216128	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	C06E7CC7A29A1A0494D595873AAADDB1	B7CB9B92BFF1CD083B87F51278FDD51C	public	2017-12-20T15:50:15.606	2018-09-20T00:00:00.000	2021-02-28T05:15:15.620	51	air filter	2015-11-23	438	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
