"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3492668","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776269","","9485.4","1","71643612","20781792608","xinexpo54_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492667","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776270","","3868.37","1","32277428","9566358855","chaoexpo43_I6","WGS","METAGENOMIC","MDA"
"SRX3492666","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776268","","6255.61","1","45638318","13242924546","xinexpo58_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492665","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776267","","7055.94","1","52195899","15141789313","xinexpo58_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492664","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776265","","10585.04","1","91607545","27004253189","chaoexpo53_I15","WGS","METAGENOMIC","MDA"
"SRX3492663","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776264","","5759.57","1","41415022","11952328081","xinexpo59_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492662","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776266","","7325.02","1","52556652","15080856292","xinexpo60_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492661","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776260","","2168.88","1","16632324","4944466381","chaoexpo46_I15","WGS","METAGENOMIC","MDA"
"SRX3492660","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776259","","5314.26","1","66107363","19225536114","chaoexpo02_I12","WGS","METAGENOMIC","MDA"
"SRX3492659","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776261","","8613.73","1","64422159","18908145048","chaoexpo57_I15","WGS","METAGENOMIC","MDA"
"SRX3492658","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776262","","8180.34","1","61447835","18189416633","chaoexpo58_I5","WGS","METAGENOMIC","MDA"
"SRX3492657","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776263","","4525.65","1","36590203","10744062603","xinexpo18_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492656","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776258","","3535.94","1","26606756","7657797312","xinexpo02_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492655","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776257","","7113.72","1","56080005","16402968937","xinexpo04_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492654","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776256","","4695.91","1","38509886","11272340751","xinexpo22_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492653","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776254","","4379.09","1","36075902","10674206982","xinexpo16_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492652","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776255","","6503.17","1","48458060","14017274992","xinexpo43_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492651","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776253","","8127.68","1","59669408","17437271324","chaoexpo77_I12","WGS","METAGENOMIC","MDA"
"SRX3492650","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776251","","6355.44","1","72344079","20927901227","chaoexpo77_I15","WGS","METAGENOMIC","MDA"
"SRX3492649","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776249","","6168.78","1","47466764","13905080737","chaoexpo73_I15","WGS","METAGENOMIC","MDA"
"SRX3492648","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776252","","7170.15","1","56724065","16766087565","chaoexpo75_I6","WGS","METAGENOMIC","MDA"
"SRX3492647","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776248","","7374.38","1","59122129","17526708172","chaoexpo78_I12","WGS","METAGENOMIC","MDA"
"SRX3492646","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776250","","11099.35","1","83698196","24420622779","chaoexpo52_I15","WGS","METAGENOMIC","MDA"
"SRX3492645","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776245","","7091.25","1","54602220","16236946928","chaoexpo57_I6","WGS","METAGENOMIC","MDA"
"SRX3492644","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776247","","9168.82","1","67067766","19122853478","chaoexpo57_I12","WGS","METAGENOMIC","MDA"
"SRX3492643","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776246","","7943.71","1","59854091","17724614915","chaoexpo47_I15","WGS","METAGENOMIC","MDA"
"SRX3492642","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776243","","7458.76","1","63124671","18194938996","chaoexpo44_I5","WGS","METAGENOMIC","MDA"
"SRX3492641","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776244","","7992.29","1","61813173","18140486708","chaoexpo50_I6","WGS","METAGENOMIC","MDA"
"SRX3492640","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776242","","10095.92","1","82114353","24384088395","chaoexpo31_I15","WGS","METAGENOMIC","MDA"
"SRX3492639","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776240","","5352.11","1","45397952","13440820083","chaoexpo28_I12","WGS","METAGENOMIC","MDA"
"SRX3492638","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776239","","5701.64","1","49983374","14908534598","chaoexpo44_I6","WGS","METAGENOMIC","MDA"
"SRX3492637","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776241","","8222.79","1","61106518","17651169612","chaoexpo08_I15","WGS","METAGENOMIC","MDA"
"SRX3492636","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776237","","9718.09","1","78496951","23332715183","chaoexpo24_I15","WGS","METAGENOMIC","MDA"
"SRX3492635","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776238","","6147.88","1","50254131","14467309705","chaoexpo12_I12","WGS","METAGENOMIC","MDA"
"SRX3492634","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776236","","12192.47","1","98201620","29287622259","chaoexpo22_I6","WGS","METAGENOMIC","MDA"
